Machine_ID,Temperature,Run_Time,Downtime_Flag
2588,65.53,534,0
2589,81.51,103,0
2590,78.34,512,0
2591,77.73,577,0
2592,85.05,766,0
2593,69.21,516,0
2594,76.34,910,1
2595,106.54,260,0
2596,77.85,616,0
2597,85.0,966,0
2598,80.0,1081,0
2599,81.35,954,0
2600,66.98,89,0
2601,84.73,1040,0
2602,82.57,1075,0
2603,73.86,141,0
2604,86.86,1084,0
2605,92.68,970,1
2606,70.76,914,1
2607,62.26,1120,0
2608,82.86,404,0
2609,73.77,907,1
2610,64.55,797,0
2611,77.9,566,0
2612,69.0,1112,1
2613,80.56,242,0
2614,60.52,66,0
2615,81.29,1011,0
2616,88.61,771,0
2617,80.8,556,0
2618,82.78,590,0
2619,81.5,765,0
2620,83.38,633,0
2621,75.79,48,0
2622,77.27,1061,0
2623,74.86,338,0
2624,91.02,111,0
2625,97.27,947,1
2626,82.01,307,0
2627,67.1,1009,1
2628,79.81,814,0
2629,71.7,127,0
2630,66.72,963,1
2631,87.0,308,0
2632,80.01,107,0
2633,89.57,734,0
2634,76.26,461,0
2635,71.81,666,0
2636,76.68,908,1
2637,67.71,948,0
2638,64.18,486,0
2639,80.2,187,0
2640,89.73,1094,0
2641,75.88,594,0
2642,88.93,896,0
2643,83.45,724,0
2644,88.42,960,0
2645,85.98,264,0
2646,69.45,232,0
2647,73.8,58,0
2648,89.6,776,0
2649,67.04,536,0
2650,83.96,549,0
2651,77.57,1024,1
2652,73.38,755,0
2653,68.34,1039,0
2654,79.13,547,0
2655,75.5,355,0
2656,87.31,515,0
2657,88.48,1159,1
2658,69.07,641,0
2659,59.21,254,0
2660,77.56,627,0
2661,95.49,604,0
2662,88.21,496,0
2663,76.5,405,0
2664,68.79,691,0
2665,72.63,243,0
2666,70.85,238,0
2667,84.29,807,0
2668,85.2,749,0
2669,76.95,1015,1
2670,80.71,1013,0
2671,82.88,706,0
2672,75.95,633,0
2673,80.1,541,0
2674,65.1,818,0
2675,84.03,419,0
2676,74.11,957,1
2677,88.65,264,0
2678,70.28,73,0
2679,98.46,68,0
2680,69.31,1189,1
2681,79.56,106,0
2682,84.98,453,0
2683,78.88,973,0
2684,87.54,600,0
2685,81.8,1188,1
2686,77.15,298,0
2687,74.66,39,0
2688,87.89,1178,0
2689,82.96,1037,1
2690,77.28,1055,1
2691,62.05,1059,1
2692,91.69,461,0
2693,77.29,361,0
2694,79.01,637,0
2695,66.05,868,0
2696,96.34,395,0
2697,79.72,488,0
2698,74.64,16,0
2699,73.53,323,0
2700,80.44,251,0
2701,79.25,1131,1
2702,89.92,787,0
2703,75.01,752,0
2704,83.84,30,0
2705,90.95,673,0
2706,97.06,1115,1
2707,88.85,1084,0
2708,74.18,85,0
2709,80.45,234,0
2710,92.65,361,0
2711,63.48,521,0
2712,80.34,211,0
2713,71.13,483,0
2714,70.89,722,0
2715,87.51,987,1
2716,72.08,178,0
2717,86.3,867,0
2718,82.8,837,0
2719,88.56,333,0
2720,85.18,122,0
2721,79.56,1025,0
2722,81.64,876,0
2723,86.15,13,0
2724,89.92,164,0
2725,74.48,210,0
2726,81.25,1186,1
2727,66.79,306,0
2728,92.04,1084,1
2729,82.12,145,0
2730,72.22,793,0
2731,60.18,596,0
2732,79.57,192,0
2733,89.89,1155,1
2734,85.29,804,0
2735,79.54,848,0
2736,79.63,64,0
2737,90.99,282,0
2738,83.7,611,0
2739,83.31,599,0
2740,84.8,1041,1
2741,101.18,770,0
2742,83.05,107,0
2743,76.56,484,0
2744,64.67,175,0
2745,79.44,451,0
2746,78.86,458,0
2747,79.49,590,0
2748,75.14,658,0
2749,86.17,130,0
2750,74.56,581,0
2751,67.62,276,0
2752,85.19,1133,1
2753,78.37,981,0
2754,88.65,255,0
2755,90.87,1197,1
2756,85.61,670,0
2757,92.85,451,0
2758,71.83,248,0
2759,68.16,405,0
2760,85.42,621,0
2761,73.77,1076,0
2762,94.12,899,0
2763,85.91,110,0
2764,74.03,730,0
2765,77.79,711,0
2766,66.93,967,0
2767,82.85,1194,1
2768,74.17,845,0
2769,84.11,537,0
2770,84.69,52,0
2771,103.88,547,0
2772,79.14,839,0
2773,77.95,601,0
2774,78.08,452,0
2775,95.26,612,0
2776,70.72,369,0
2777,96.03,304,0
2778,81.62,890,0
2779,79.98,926,0
2780,59.26,887,0
2781,81.49,352,0
2782,82.9,400,0
2783,97.56,698,0
2784,74.43,922,0
2785,80.67,36,0
2786,87.2,97,0
2787,81.92,1040,1
2788,82.85,152,0
2789,72.24,93,0
2790,83.05,912,1
2791,78.23,969,0
2792,67.18,287,0
2793,73.16,985,0
2794,98.27,526,0
2795,88.96,1052,0
2796,85.07,757,0
2797,80.99,463,0
2798,78.23,1136,1
2799,64.76,200,0
2800,95.77,448,0
2801,84.96,686,0
2802,80.41,467,0
2803,87.94,519,0
2804,67.13,583,0
2805,95.07,567,0
2806,88.0,818,0
2807,74.68,275,0
2808,93.1,528,0
2809,82.69,503,0
2810,59.37,454,0
2811,70.87,800,0
2812,94.21,921,1
2813,83.66,296,0
2814,71.05,443,0
2815,89.8,902,1
2816,90.88,38,0
2817,86.05,433,0
2818,86.46,840,0
2819,88.22,1117,1
2820,85.8,499,0
2821,80.93,675,0
2822,79.79,632,0
2823,60.43,853,0
2824,76.72,553,0
2825,87.41,395,0
2826,71.53,647,0
2827,67.89,165,0
2828,73.7,1046,1
2829,74.82,1025,1
2830,88.99,435,0
2831,86.66,1049,0
2832,83.01,100,0
2833,73.13,40,0
2834,105.16,704,0
2835,68.0,370,0
2836,74.21,1081,1
2837,76.94,1137,1
2838,96.34,472,0
2839,79.14,191,0
2840,92.86,958,1
2841,78.0,151,0
2842,68.4,669,0
2843,79.91,218,0
2844,84.66,431,0
2845,68.04,445,0
2846,76.29,154,0
2847,77.71,565,0
2848,84.4,775,0
2849,77.29,956,0
2850,77.73,835,0
2851,85.23,658,0
2852,92.71,746,0
2853,83.8,645,0
2854,91.01,226,0
2855,72.2,94,0
2856,93.76,89,0
2857,90.05,481,0
2858,78.2,722,0
2859,86.05,255,0
2860,74.86,487,0
2861,103.24,840,0
2862,64.01,936,1
2863,60.76,237,0
2864,84.24,576,0
2865,62.21,607,0
2866,87.85,202,0
2867,64.34,1006,1
2868,84.14,34,0
2869,74.96,1194,0
2870,67.23,942,1
2871,68.57,958,1
2872,87.1,914,1
2873,69.6,645,0
2874,78.44,1143,1
2875,84.56,146,0
2876,65.03,822,0
2877,80.78,1047,0
2878,80.09,733,0
2879,101.27,846,0
2880,73.59,366,0
2881,80.79,187,0
2882,80.92,857,0
2883,83.72,892,0
2884,59.57,33,0
2885,70.74,803,0
2886,77.03,948,0
2887,74.78,299,0
2888,83.1,888,0
2889,70.25,122,0
2890,79.2,295,0
2891,97.19,905,1
2892,90.25,605,0
2893,85.23,1180,0
2894,81.1,338,0
2895,63.66,1033,0
2896,82.46,581,0
2897,76.43,581,0
2898,74.09,724,0
2899,80.84,179,0
2900,82.95,812,0
2901,70.0,436,0
2902,78.16,791,0
2903,64.26,1051,0
2904,67.03,728,0
2905,77.04,887,0
2906,76.5,157,0
2907,74.54,394,0
2908,54.35,618,0
2909,77.77,678,0
2910,75.21,329,0
2911,95.56,334,0
2912,81.45,262,0
2913,104.63,928,1
2914,70.01,148,0
2915,62.12,1001,0
2916,75.01,1187,1
2917,81.24,1001,0
2918,76.42,712,0
2919,87.01,391,0
2920,88.91,309,0
2921,83.02,1160,0
2922,88.92,240,0
2923,100.0,148,0
2924,87.55,1061,0
2925,100.87,249,0
2926,71.33,493,0
2927,75.36,560,0
2928,70.27,669,0
2929,95.7,803,0
2930,92.27,553,0
2931,91.95,214,0
2932,77.53,189,0
2933,64.49,420,0
2934,82.39,297,0
2935,93.05,465,0
2936,60.24,582,0
2937,85.46,1000,0
2938,80.41,946,0
2939,93.52,692,0
2940,75.13,237,0
2941,75.45,947,0
2942,76.58,998,1
2943,77.32,200,0
2944,87.65,373,0
2945,68.23,166,0
2946,82.97,796,0
2947,70.22,573,0
2948,61.75,627,0
2949,83.81,955,0
2950,65.61,184,0
2951,88.46,789,0
2952,79.55,459,0
2953,83.37,957,0
2954,67.84,678,0
2955,75.89,302,0
2956,83.02,736,0
2957,78.74,184,0
2958,77.44,1161,1
2959,102.06,1183,1
2960,89.61,762,0
2961,73.62,655,0
2962,83.18,125,0
2963,69.69,1113,1
2964,83.28,237,0
2965,79.56,1052,0
2966,71.26,434,0
2967,78.99,336,0
2968,75.39,1195,0
2969,62.95,587,0
2970,78.6,1155,1
2971,66.9,1004,0
2972,92.58,888,0
2973,72.95,439,0
2974,89.97,1008,0
2975,93.4,1076,1
2976,68.22,795,0
2977,88.39,699,0
2978,78.68,555,0
2979,74.07,1018,0
2980,80.09,722,0
2981,71.72,847,0
2982,61.6,107,0
2983,60.19,1168,1
2984,73.9,408,0
2985,86.47,557,0
2986,76.43,300,0
2987,62.85,149,0
2988,91.37,758,0
2989,61.06,901,0
2990,92.35,180,0
2991,88.51,285,0
2992,72.72,860,0
2993,74.26,363,0
2994,80.74,143,0
2995,91.97,275,0
2996,82.45,323,0
2997,64.69,456,0
2998,84.27,107,0
2999,87.27,1090,1
3000,71.01,899,0
3001,84.78,358,0
3002,89.85,232,0
3003,68.45,1136,0
3004,77.03,913,1
3005,93.86,345,0
3006,82.9,202,0
3007,75.85,916,0
3008,70.8,770,0
3009,79.61,842,0
3010,88.58,21,0
3011,76.53,161,0
3012,72.41,17,0
3013,73.71,768,0
3014,100.06,303,0
3015,80.45,893,0
3016,75.84,595,0
3017,79.25,52,0
3018,68.47,533,0
3019,74.43,332,0
3020,83.33,1135,0
3021,87.06,1102,0
3022,74.46,17,0
3023,85.39,843,0
3024,74.26,768,0
3025,87.11,922,1
3026,89.28,1154,0
3027,93.94,330,0
3028,97.71,962,1
3029,90.42,587,0
3030,95.42,907,1
3031,72.03,371,0
3032,90.56,462,0
3033,74.47,988,1
3034,68.91,87,0
3035,75.95,1087,1
3036,70.17,945,0
3037,87.2,637,0
3038,75.97,38,0
3039,72.1,543,0
3040,95.1,689,0
3041,60.4,138,0
3042,87.52,648,0
3043,69.74,44,0
3044,87.66,693,0
3045,76.31,763,0
3046,84.18,203,0
3047,75.44,1158,0
3048,67.85,258,0
3049,71.73,490,0
3050,86.67,549,0
3051,91.55,632,0
3052,85.15,847,0
3053,76.2,383,0
3054,71.96,495,0
3055,70.84,43,0
3056,78.82,109,0
3057,71.64,1030,0
3058,75.42,857,0
3059,81.62,472,0
3060,94.89,918,1
3061,71.45,266,0
3062,84.93,671,0
3063,80.78,917,0
3064,78.26,477,0
3065,68.05,560,0
3066,79.18,583,0
3067,67.49,32,0
3068,87.95,681,0
3069,91.21,548,0
3070,76.43,888,0
3071,57.57,378,0
3072,93.09,710,0
3073,94.73,1014,1
3074,77.98,61,0
3075,82.85,84,0
3076,102.35,807,0
3077,50.0,874,0
3078,84.95,667,0
3079,83.91,1012,0
3080,96.51,653,0
3081,90.74,744,0
3082,100.75,658,0
3083,57.08,1148,0
3084,80.92,983,1
3085,81.12,73,0
3086,70.76,815,0
3087,72.8,1114,0
3088,70.42,729,0
3089,79.15,1068,0
3090,93.7,498,0
3091,61.3,574,0
3092,92.26,582,0
3093,89.17,43,0
3094,88.94,900,0
3095,76.57,413,0
3096,74.0,331,0
3097,82.34,672,0
3098,72.81,888,0
3099,73.0,253,0
3100,85.31,85,0
3101,101.29,1120,1
3102,82.99,1131,0
3103,80.77,775,0
3104,97.14,1087,1
3105,88.7,1157,1
3106,81.59,391,0
3107,82.7,114,0
3108,78.68,888,0
3109,77.95,330,0
3110,75.35,222,0
3111,74.83,244,0
3112,67.05,443,0
3113,76.79,365,0
3114,95.2,75,0
3115,88.88,789,0
3116,93.42,268,0
3117,72.46,996,1
3118,65.3,259,0
3119,83.56,533,0
3120,93.29,1062,1
3121,81.15,225,0
3122,65.39,787,0
3123,78.72,486,0
3124,80.12,903,0
3125,95.04,1121,1
3126,96.5,260,0
3127,83.28,868,0
3128,112.64,1075,1
3129,92.1,657,0
3130,83.72,1120,1
3131,76.72,736,0
3132,67.25,750,0
3133,94.11,1001,1
3134,67.15,234,0
3135,79.56,310,0
3136,76.01,1022,0
3137,77.36,786,0
3138,68.1,953,0
3139,67.43,678,0
3140,80.6,310,0
3141,73.25,793,0
3142,85.17,24,0
3143,78.79,1085,1
3144,67.83,747,0
3145,72.4,425,0
3146,86.8,466,0
3147,96.58,708,0
3148,81.83,428,0
3149,69.86,684,0
3150,89.99,353,0
3151,70.54,963,1
3152,89.91,1084,1
3153,78.39,68,0
3154,75.39,496,0
3155,86.54,1194,1
3156,83.11,931,1
3157,81.3,979,0
3158,84.02,769,0
3159,75.83,304,0
3160,74.95,156,0
3161,90.95,225,0
3162,91.88,300,0
3163,73.38,447,0
3164,90.48,535,0
3165,76.25,755,0
3166,77.19,328,0
3167,74.49,168,0
3168,65.64,740,0
3169,90.14,752,0
3170,89.66,851,0
3171,83.47,627,0
3172,76.57,1010,0
3173,94.8,867,0
3174,74.74,953,0
3175,75.09,1097,0
3176,77.7,674,0
3177,85.31,107,0
3178,63.92,477,0
3179,76.24,233,0
3180,75.46,675,0
3181,84.59,236,0
3182,91.25,84,0
3183,94.91,987,1
3184,85.5,559,0
3185,76.39,1006,1
3186,79.19,1180,0
3187,78.18,1123,1
3188,84.08,816,0
3189,81.41,1178,0
3190,80.54,548,0
3191,75.2,884,0
3192,82.32,358,0
3193,70.65,1131,1
3194,94.05,543,0
3195,77.24,794,0
3196,80.15,1108,0
3197,87.03,450,0
3198,85.03,1110,1
3199,86.72,76,0
3200,81.11,1090,0
3201,76.68,723,0
3202,87.48,427,0
3203,59.79,201,0
3204,66.37,1141,0
3205,78.12,863,0
3206,86.32,705,0
3207,85.4,689,0
3208,80.29,1125,0
3209,61.06,474,0
3210,90.29,328,0
3211,81.71,420,0
3212,64.81,753,0
3213,78.12,944,0
3214,72.76,1150,0
3215,82.84,630,0
3216,78.97,1004,1
3217,79.09,644,0
3218,101.43,166,0
3219,70.07,762,0
3220,80.47,592,0
3221,78.97,63,0
3222,82.06,736,0
3223,84.25,764,0
3224,79.66,504,0
3225,78.83,1108,1
3226,73.16,673,0
3227,89.72,742,0
3228,68.36,1164,0
3229,97.23,88,0
3230,99.69,450,0
3231,71.5,942,1
3232,86.88,491,0
3233,94.9,56,0
3234,81.03,68,0
3235,73.83,996,1
3236,84.54,501,0
3237,75.79,913,1
3238,60.9,32,0
3239,86.31,690,0
3240,83.8,247,0
3241,82.62,965,0
3242,81.51,913,0
3243,65.43,351,0
3244,65.7,556,0
3245,88.69,12,0
3246,80.84,1035,0
3247,71.92,492,0
3248,74.32,453,0
3249,87.58,70,0
3250,83.28,355,0
3251,94.63,831,0
3252,71.92,276,0
3253,83.27,340,0
3254,77.69,19,0
3255,75.35,860,0
3256,67.74,692,0
3257,67.91,14,0
3258,100.68,1163,1
3259,82.49,861,0
3260,87.74,290,0
3261,84.42,788,0
3262,94.86,926,1
3263,88.85,209,0
3264,80.35,545,0
3265,75.04,795,0
3266,79.07,611,0
3267,80.96,1047,1
3268,76.13,919,1
3269,87.17,586,0
3270,100.85,489,0
3271,82.45,1119,1
3272,83.32,531,0
3273,83.32,922,1
3274,87.62,494,0
3275,82.53,670,0
3276,81.49,212,0
3277,78.19,103,0
3278,75.25,943,1
3279,94.62,911,1
3280,91.53,385,0
3281,78.08,208,0
3282,67.14,44,0
3283,74.71,164,0
3284,82.92,316,0
3285,81.76,991,0
3286,78.85,514,0
3287,80.86,185,0
3288,75.36,142,0
3289,101.01,1012,1
3290,92.33,990,1
3291,86.21,361,0
3292,75.12,879,0
3293,67.08,153,0
3294,83.09,997,0
3295,79.2,927,0
3296,70.18,418,0
3297,81.39,938,0
3298,90.67,726,0
3299,81.09,167,0
3300,82.9,541,0
3301,85.36,610,0
3302,75.92,148,0
3303,85.01,653,0
3304,81.22,1024,0
3305,71.8,639,0
3306,80.46,47,0
3307,69.22,1072,0
3308,78.2,295,0
3309,61.25,1177,1
3310,75.68,405,0
3311,63.7,292,0
3312,78.62,436,0
3313,80.81,553,0
3314,79.16,447,0
3315,71.61,945,1
3316,77.46,51,0
3317,60.6,325,0
3318,81.69,250,0
3319,75.29,927,1
3320,67.14,522,0
3321,94.9,968,1
3322,91.44,851,0
3323,80.79,425,0
3324,89.51,666,0
3325,78.27,130,0
3326,80.92,1108,0
3327,95.17,660,0
3328,100.29,319,0
3329,74.31,612,0
3330,80.73,468,0
3331,88.09,868,0
3332,78.66,491,0
3333,65.19,128,0
3334,67.43,1149,1
3335,79.74,855,0
3336,84.87,721,0
3337,66.45,265,0
3338,80.05,63,0
3339,71.83,953,1
3340,97.2,899,0
3341,87.76,655,0
3342,97.67,53,0
3343,82.81,1057,1
3344,85.7,32,0
3345,81.37,741,0
3346,90.8,38,0
3347,71.52,944,0
3348,69.35,838,0
3349,93.12,226,0
3350,88.69,162,0
3351,80.81,1173,1
3352,73.28,663,0
3353,79.2,413,0
3354,77.89,681,0
3355,81.37,136,0
3356,76.89,135,0
3357,76.09,887,0
3358,84.91,1191,1
3359,93.38,877,0
3360,74.09,887,0
3361,63.89,784,0
3362,89.15,772,0
3363,68.69,944,1
3364,89.7,693,0
3365,83.25,907,1
3366,80.7,509,0
3367,91.59,514,0
3368,81.95,50,0
3369,57.16,820,0
3370,86.41,678,0
3371,88.6,886,0
3372,68.04,583,0
3373,69.14,1037,0
3374,68.78,1022,0
3375,84.75,405,0
3376,84.07,995,0
3377,69.89,20,0
3378,78.14,1055,0
3379,90.17,746,0
3380,72.91,981,0
3381,80.71,483,0
3382,59.34,210,0
3383,75.28,862,0
3384,90.02,988,1
3385,59.02,212,0
3386,107.59,447,0
3387,80.5,1010,0
3388,100.59,497,0
3389,77.58,890,0
3390,78.08,359,0
3391,85.11,141,0
3392,83.73,294,0
3393,81.39,393,0
3394,88.6,968,1
3395,85.29,405,0
3396,86.89,253,0
3397,97.9,1154,1
3398,89.47,449,0
3399,84.06,759,0
3400,92.53,233,0
3401,79.15,776,0
3402,77.51,101,0
3403,73.31,686,0
3404,77.8,512,0
3405,84.14,731,0
3406,80.0,1128,1
3407,72.27,1109,1
3408,87.91,1015,0
3409,82.89,540,0
3410,84.94,878,0
3411,94.47,536,0
3412,90.38,658,0
3413,80.68,408,0
3414,87.92,816,0
3415,93.15,114,0
3416,88.89,351,0
3417,79.99,687,0
3418,81.57,1159,0
3419,91.05,512,0
3420,78.09,563,0
3421,65.07,875,0
3422,103.29,1160,1
3423,76.04,176,0
3424,78.37,668,0
3425,78.26,648,0
3426,80.37,225,0
3427,91.07,773,0
3428,82.77,755,0
3429,71.61,1090,1
3430,72.81,1081,0
3431,73.31,913,1
3432,86.86,827,0
3433,84.63,213,0
3434,76.43,459,0
3435,82.94,431,0
3436,73.18,380,0
3437,84.07,1159,1
3438,86.16,827,0
3439,63.06,225,0
3440,81.66,568,0
3441,67.48,1092,0
3442,76.94,951,0
3443,78.43,1144,0
3444,71.95,650,0
3445,99.58,590,0
3446,82.85,548,0
3447,55.0,330,0
3448,81.47,171,0
3449,71.55,598,0
3450,68.02,821,0
3451,79.35,1159,1
3452,80.19,572,0
3453,80.2,419,0
3454,100.75,748,0
3455,87.93,931,1
3456,91.73,804,0
3457,84.8,510,0
3458,82.13,767,0
3459,74.79,744,0
3460,81.87,1069,0
3461,72.15,577,0
3462,73.03,12,0
3463,82.27,781,0
3464,63.97,172,0
3465,82.61,49,0
3466,62.41,1148,1
3467,71.94,803,0
3468,86.57,632,0
3469,87.9,752,0
3470,76.0,663,0
3471,68.56,288,0
3472,93.03,851,0
3473,65.86,683,0
3474,69.62,597,0
3475,60.71,703,0
3476,86.75,10,0
3477,87.77,167,0
3478,72.24,714,0
3479,80.54,1085,1
3480,69.31,110,0
3481,89.38,289,0
3482,76.56,555,0
3483,88.71,164,0
3484,83.71,1077,0
3485,71.72,898,0
3486,59.38,433,0
3487,74.65,1078,1
3488,82.29,737,0
3489,85.1,756,0
3490,70.53,158,0
3491,76.83,941,1
3492,73.42,133,0
3493,85.26,958,0
3494,89.13,753,0
3495,81.08,77,0
3496,94.96,719,0
3497,71.37,1027,0
3498,82.19,603,0
3499,75.04,536,0
3500,52.54,110,0
3501,89.47,514,0
3502,65.42,567,0
3503,74.8,48,0
3504,100.29,1087,1
3505,76.9,79,0
3506,94.51,1200,1
3507,87.25,894,0
3508,56.27,675,0
3509,82.49,13,0
3510,96.85,154,0
3511,89.91,682,0
3512,78.08,1055,0
3513,81.72,230,0
3514,76.16,231,0
3515,78.76,1086,1
3516,62.77,942,0
3517,102.08,1183,1
3518,84.5,212,0
3519,83.98,709,0
3520,79.06,196,0
3521,80.96,996,1
3522,89.79,974,0
3523,61.43,107,0
3524,84.25,441,0
3525,75.92,1047,1
3526,73.26,843,0
3527,92.13,946,1
3528,74.45,792,0
3529,92.87,618,0
3530,77.33,511,0
3531,72.68,1042,1
3532,86.54,319,0
3533,91.05,97,0
3534,91.53,439,0
3535,65.59,1021,1
3536,80.19,217,0
3537,80.24,1054,0
3538,80.23,179,0
3539,94.26,346,0
3540,77.68,445,0
3541,91.09,711,0
3542,73.72,323,0
3543,72.73,911,0
3544,67.96,682,0
3545,72.95,892,0
3546,51.94,1039,1
3547,71.2,532,0
3548,94.61,812,0
3549,85.94,261,0
3550,66.85,1198,1
3551,80.4,904,0
3552,64.77,170,0
3553,80.15,778,0
3554,82.87,479,0
3555,66.57,1066,0
3556,91.23,539,0
3557,77.44,362,0
3558,85.15,454,0
3559,100.17,44,0
3560,98.15,459,0
3561,82.34,832,0
3562,92.23,391,0
3563,89.47,69,0
3564,76.62,1107,0
3565,101.39,485,0
3566,83.84,193,0
3567,63.81,548,0
3568,82.01,378,0
3569,83.78,867,0
3570,79.28,799,0
3571,75.47,28,0
3572,79.83,515,0
3573,82.33,300,0
3574,82.48,841,0
3575,79.57,15,0
3576,74.07,275,0
3577,85.12,1099,0
3578,79.54,862,0
3579,88.91,501,0
3580,87.44,442,0
3581,79.29,26,0
3582,79.54,857,0
3583,75.77,827,0
3584,70.89,47,0
3585,70.0,522,0
3586,97.83,1135,1
3587,75.31,915,1
3588,85.12,884,0
3589,71.27,280,0
3590,91.03,828,0
3591,96.64,929,1
3592,90.92,527,0
3593,89.49,611,0
3594,72.49,616,0
3595,66.68,203,0
3596,88.83,559,0
3597,52.88,440,0
3598,81.85,430,0
3599,92.23,79,0
3600,71.75,341,0
3601,83.78,1146,0
3602,68.16,202,0
3603,68.31,524,0
3604,84.84,474,0
3605,76.95,845,0
3606,97.32,898,0
3607,76.75,630,0
3608,87.12,766,0
3609,98.81,879,0
3610,70.06,1151,1
3611,69.34,1101,0
3612,73.26,602,0
3613,85.77,794,0
3614,76.03,760,0
3615,80.13,883,0
3616,95.62,195,0
3617,80.24,415,0
3618,90.04,130,0
3619,73.19,513,0
3620,57.68,772,0
3621,69.41,237,0
3622,91.88,561,0
3623,83.97,53,0
3624,66.03,325,0
3625,92.92,73,0
3626,73.52,1155,0
3627,89.76,28,0
3628,78.83,233,0
3629,84.84,152,0
3630,70.18,661,0
3631,67.1,325,0
3632,83.58,137,0
3633,90.93,705,0
3634,73.89,776,0
3635,80.04,126,0
3636,75.41,472,0
3637,82.77,563,0
3638,81.07,1113,1
3639,69.29,526,0
3640,74.6,333,0
3641,84.98,493,0
3642,82.8,805,0
3643,97.48,1173,1
3644,81.15,103,0
3645,87.13,839,0
3646,78.14,1171,1
3647,94.64,148,0
3648,87.97,1120,1
3649,59.47,982,1
3650,70.58,23,0
3651,68.56,940,0
3652,73.44,585,0
3653,76.15,658,0
3654,63.44,901,0
3655,85.7,465,0
3656,80.08,551,0
3657,93.87,487,0
3658,67.98,1000,0
3659,76.62,11,0
3660,102.93,1186,1
3661,68.35,1064,1
3662,80.71,1140,0
3663,82.93,996,0
3664,84.11,904,1
3665,74.67,322,0
3666,94.73,952,1
3667,50.59,33,0
3668,66.7,547,0
3669,76.55,646,0
3670,73.51,405,0
3671,81.0,316,0
3672,75.04,323,0
3673,79.66,144,0
3674,83.22,1028,1
3675,78.69,153,0
3676,78.07,726,0
3677,79.02,244,0
3678,61.89,337,0
3679,82.47,622,0
3680,87.44,446,0
3681,68.02,127,0
3682,90.63,1154,1
3683,103.93,1070,1
3684,86.65,810,0
3685,70.8,409,0
3686,95.24,945,1
3687,90.65,202,0
3688,75.15,424,0
3689,73.22,804,0
3690,70.58,639,0
3691,84.32,273,0
3692,72.5,1045,0
3693,102.3,690,0
3694,76.48,792,0
3695,89.27,634,0
3696,89.16,78,0
3697,84.89,455,0
3698,74.51,347,0
3699,73.33,1176,1
3700,105.3,98,0
3701,66.5,303,0
3702,73.03,715,0
3703,76.61,272,0
3704,77.22,579,0
3705,90.38,993,1
3706,93.14,772,0
3707,81.37,269,0
3708,93.39,337,0
3709,82.43,23,0
3710,96.7,430,0
3711,82.68,546,0
3712,78.82,748,0
3713,67.22,134,0
3714,63.13,541,0
3715,64.58,575,0
3716,70.01,785,0
3717,73.83,664,0
3718,85.54,565,0
3719,82.39,801,0
3720,96.87,261,0
3721,90.81,632,0
3722,85.53,1158,0
3723,69.08,30,0
3724,95.55,1035,1
3725,87.88,461,0
3726,90.56,1088,1
3727,79.2,804,0
3728,64.46,31,0
3729,75.67,207,0
3730,89.77,571,0
3731,90.35,736,0
3732,80.41,443,0
3733,81.38,479,0
3734,91.17,866,0
3735,50.0,539,0
3736,84.71,490,0
3737,81.33,1080,0
3738,85.17,948,0
3739,78.32,407,0
3740,74.96,796,0
3741,76.13,515,0
3742,65.64,348,0
3743,69.79,799,0
3744,72.58,513,0
3745,95.32,865,0
3746,79.05,203,0
3747,100.94,811,0
3748,80.63,800,0
3749,94.28,233,0
3750,95.45,500,0
3751,92.76,499,0
3752,74.65,709,0
3753,74.15,932,1
3754,69.83,711,0
3755,78.15,145,0
3756,85.28,343,0
3757,70.78,314,0
3758,82.31,288,0
3759,64.35,156,0
3760,76.96,716,0
3761,88.51,776,0
3762,89.21,769,0
3763,75.36,32,0
3764,71.1,408,0
3765,82.29,600,0
3766,74.28,1032,0
3767,78.36,413,0
3768,84.71,903,1
3769,78.52,1144,1
3770,85.15,1067,1
3771,86.04,1141,0
3772,74.05,1199,0
3773,80.66,760,0
3774,86.57,525,0
3775,85.78,829,0
3776,70.7,166,0
3777,94.31,1066,1
3778,61.63,776,0
3779,65.84,345,0
3780,76.89,1002,1
3781,84.86,870,0
3782,91.24,396,0
3783,78.94,655,0
3784,71.09,439,0
3785,89.98,393,0
3786,73.58,652,0
3787,77.6,702,0
3788,77.74,107,0
3789,77.7,354,0
3790,65.67,288,0
3791,66.61,882,0
3792,74.54,851,0
3793,93.7,142,0
3794,87.99,410,0
3795,63.28,240,0
3796,89.87,93,0
3797,66.59,912,1
3798,69.02,515,0
3799,83.55,234,0
3800,74.55,240,0
3801,78.74,1196,1
3802,83.64,470,0
3803,68.81,864,0
3804,76.14,729,0
3805,58.32,1102,1
3806,64.38,462,0
3807,66.95,257,0
3808,95.47,1089,1
3809,92.18,739,0
3810,88.48,371,0
3811,93.43,143,0
3812,77.92,887,0
3813,74.6,694,0
3814,86.08,388,0
3815,85.15,500,0
3816,71.06,362,0
3817,77.01,262,0
3818,88.67,702,0
3819,72.2,1183,0
3820,61.55,234,0
3821,77.98,662,0
3822,61.12,508,0
3823,77.53,710,0
3824,85.02,130,0
3825,60.77,166,0
3826,77.34,878,0
3827,90.26,878,0
3828,73.15,473,0
3829,94.01,135,0
3830,94.43,722,0
3831,76.54,671,0
3832,70.03,297,0
3833,86.53,391,0
3834,86.96,812,0
3835,70.74,729,0
3836,89.01,639,0
3837,89.11,1109,1
3838,76.91,314,0
3839,85.71,1184,0
